Date & Time,Mannerheimintie,Mäkelänkatu2,Kallio2,Vartiokylä,Leppävaara4,Tikkurila3,Luukki,Lohja,Kerava(M5),Lentoasema(M4),Mechelininkatu(M1),Olari(M2),Rekola(M3)
2017-01-01,45.916666666666664,45.583333333333336,44.833333333333336,43.916666666666664,45.375,48.625,33.333333333333336,25.916666666666668,30.708333333333332,45.5,41.875,36.458333333333336,43.958333333333336
2017-01-02,43.583333333333336,70.875,43.0,42.958333333333336,40.875,35.125,44.958333333333336,18.625,28.333333333333332,41.208333333333336,53.5,33.541666666666664,24.875
2017-01-03,51.625,67.41666666666667,52.416666666666664,54.541666666666664,53.791666666666664,42.875,50.083333333333336,25.041666666666668,36.333333333333336,47.0,55.75,50.458333333333336,33.541666666666664
2017-01-04,41.958333333333336,47.36363636363637,44.916666666666664,50.583333333333336,39.541666666666664,34.208333333333336,38.0,33.625,30.666666666666668,37.208333333333336,36.625,46.083333333333336,29.958333333333332
2017-01-05,53.208333333333336,64.33333333333333,59.416666666666664,56.166666666666664,46.333333333333336,38.916666666666664,59.833333333333336,24.916666666666668,39.916666666666664,45.083333333333336,55.708333333333336,43.25,33.75
2017-01-06,32.958333333333336,46.75,47.5,46.25,19.625,22.708333333333332,46.666666666666664,24.333333333333332,23.708333333333332,31.541666666666668,37.416666666666664,22.458333333333332,14.791666666666666
2017-01-07,48.416666666666664,36.875,38.875,38.458333333333336,20.583333333333332,20.375,40.5,21.25,17.625,25.5,20.166666666666668,28.458333333333332,17.833333333333332
2017-01-08,41.708333333333336,54.208333333333336,56.625,53.666666666666664,30.958333333333332,32.333333333333336,53.25,20.0,40.041666666666664,31.541666666666668,48.333333333333336,29.333333333333332,26.875
2017-01-09,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,
2017-01-13,47.958333333333336,54.25,49.708333333333336,49.875,43.166666666666664,41.416666666666664,46.166666666666664,19.708333333333332,34.416666666666664,39.666666666666664,53.541666666666664,42.041666666666664,31.875
2017-01-14,49.791666666666664,52.25,47.583333333333336,56.583333333333336,52.166666666666664,56.166666666666664,40.458333333333336,37.416666666666664,46.25,54.958333333333336,58.375,57.0,44.166666666666664
2017-01-15,40.791666666666664,31.875,34.291666666666664,36.416666666666664,24.458333333333332,30.75,41.208333333333336,30.833333333333332,16.708333333333332,36.666666666666664,34.458333333333336,22.791666666666668,29.208333333333332
2017-01-16,60.833333333333336,67.29166666666667,59.666666666666664,47.75,54.208333333333336,53.708333333333336,38.666666666666664,27.5,41.666666666666664,41.083333333333336,61.291666666666664,53.75,44.708333333333336
2017-01-17,41.791666666666664,61.375,41.666666666666664,43.0,39.666666666666664,35.458333333333336,47.75,19.083333333333332,29.291666666666668,38.625,48.375,37.916666666666664,31.916666666666668
2017-01-18,29.5,57.916666666666664,43.0,38.25,27.25,28.666666666666668,46.625,11.583333333333334,15.666666666666666,29.833333333333332,41.625,24.541666666666668,20.958333333333332
2017-01-19,31.625,56.0,35.208333333333336,36.291666666666664,28.625,30.041666666666668,43.291666666666664,14.125,13.25,30.458333333333332,44.375,20.916666666666668,21.25
2017-01-20,54.041666666666664,66.91666666666667,51.666666666666664,52.083333333333336,44.833333333333336,49.375,54.916666666666664,23.791666666666668,29.625,51.083333333333336,59.916666666666664,36.791666666666664,34.041666666666664
2017-01-21,37.916666666666664,54.708333333333336,49.291666666666664,50.875,38.5,35.416666666666664,50.5,18.916666666666668,26.541666666666668,33.208333333333336,55.958333333333336,25.916666666666668,25.833333333333332
2017-01-22,28.166666666666668,48.708333333333336,40.958333333333336,40.458333333333336,31.708333333333332,37.708333333333336,45.583333333333336,11.5,15.958333333333334,33.291666666666664,43.25,20.625,26.958333333333332
2017-01-23,31.291666666666668,53.958333333333336,33.833333333333336,33.666666666666664,25.458333333333332,26.041666666666668,40.791666666666664,11.166666666666666,12.708333333333334,29.208333333333332,41.25,17.916666666666668,17.75
2017-01-24,56.5,47.625,44.333333333333336,46.125,27.458333333333332,28.958333333333332,50.75,19.958333333333332,33.875,40.583333333333336,47.916666666666664,21.0,17.958333333333332
2017-01-25,51.541666666666664,73.95833333333333,44.0,45.666666666666664,41.583333333333336,42.125,41.5,26.375,37.166666666666664,40.958333333333336,46.291666666666664,36.5,23.88888888888889
2017-01-26,38.125,61.291666666666664,38.25,37.5,35.958333333333336,34.208333333333336,43.333333333333336,16.791666666666668,19.166666666666668,34.208333333333336,46.958333333333336,31.208333333333332,26.5625
2017-01-27,52.25,65.41666666666667,51.083333333333336,57.75,62.416666666666664,60.166666666666664,29.541666666666668,41.208333333333336,39.666666666666664,52.083333333333336,62.083333333333336,57.708333333333336,40.625
2017-01-28,33.666666666666664,40.125,36.125,40.458333333333336,35.0,40.041666666666664,37.333333333333336,44.916666666666664,30.958333333333332,35.875,41.833333333333336,43.041666666666664,29.125
2017-01-29,39.416666666666664,44.458333333333336,47.208333333333336,47.666666666666664,40.916666666666664,41.791666666666664,45.583333333333336,42.875,35.291666666666664,40.166666666666664,46.208333333333336,44.666666666666664,28.875
2017-01-30,47.041666666666664,55.916666666666664,52.875,53.75,46.708333333333336,51.333333333333336,50.125,40.125,33.541666666666664,49.333333333333336,53.583333333333336,53.416666666666664,40.75
2017-01-31,40.875,63.083333333333336,43.708333333333336,44.708333333333336,33.25,23.375,50.791666666666664,15.458333333333334,18.25,30.916666666666668,47.0,19.583333333333332,19.666666666666668
