Date & Time,Mannerheimintie,Mäkelänkatu2,Kallio2,Vartiokylä,Leppävaara4,Tikkurila3,Luukki,Lohja,Porvoo(M5),Vuosaari(M4),Puistola(M1),Lintuvaara(M2),Hämeenlinnanväylä(M3)
2016-01-01,6.373556390286517,-1.386968401045344,1.4851882472663505,3.881454423061683,-2.6793481908025143,3.7333873558927095,7.663479052823327,-8.274341778440153,25.025991375606615,-1.1205328571260722,0.7642825686604482,9.171936758893267,-19.024426124722055
2016-01-02,12.373556390286517,0.8213649322879988,-5.056478419400335,-2.368545576938317,0.4456518091974857,1.191720689226031,-2.8781876138433375,-5.066008445106824,2.3176580422732727,1.296133809540585,-0.9023840980062232,4.130270092226603,-9.06609279138872
2016-01-03,12.040223056953174,-11.928635067712001,-14.098145086066992,-6.660212243605002,-5.012681524135836,-5.1416126441072905,-4.836520947176673,-4.649341778440153,-2.640675291060063,-8.412199523792744,6.139282568660434,4.171936758893267,-3.9827594580553836
2016-01-04,1.3735563902865167,-13.678635067712001,-2.7648117527336495,-12.410212243604995,-6.262681524135836,-3.724945977440626,-5.6281876138433375,-7.566008445106824,4.900991375606608,-1.953866190459408,-0.027384098006223212,8.171936758893267,-9.982759458055384
2016-01-05,6.956889723619831,-14.720301734378666,-8.348145086066992,-18.24354557693833,-10.4293481908025,-4.349945977440626,-6.6281876138433375,-11.066008445106817,1.6926580422732727,-4.5371995237927365,-2.735717431339552,0.17193675889326698,-7.524426124722048
2016-01-06,2.6235563902865167,-5.720301734378658,-0.26481175273364954,-6.243545576938324,3.9873184758641713,11.941720689226031,0.45514571948998395,0.18399155489317565,5.942658042273273,11.004467142873928,11.805949235327112,17.00527009222661,4.517240541944616
2016-01-07,14.040223056953174,4.363031598954656,9.068521580599665,14.29812108972834,20.570651809197486,23.025054022559374,-0.794854280510016,22.850658221559847,15.025991375606615,22.96280047620727,33.72261590199378,29.213603425559924,34.017240541944616
2016-01-08,17.730440448257518,14.696364932287999,12.318521580599665,19.214787756395012,28.5706518091975,35.900054022559374,5.913479052823327,32.267324888226504,32.6509913756066,23.921133809540585,42.47261590199378,47.505270092226596,37.475573875277945
2016-01-09,7.748556390286517,1.113031598954656,8.651854913933008,7.006454423061683,16.11231847586417,19.775054022559374,16.663479052823327,22.43399155489319,11.067658042273273,20.96280047620727,27.639282568660434,28.63027009222661,12.60057387527796
2016-01-10,11.206889723619831,0.8213649322879988,8.151854913933008,6.589787756394998,18.98731847586417,19.44172068922603,11.62181238615667,20.68399155489319,12.85932470893993,20.671133809540585,28.30594923532712,30.880270092226596,13.72557387527796
2016-01-11,-7.459776943046826,-9.636968401045344,-4.806478419400335,0.7981210897283404,-3.637681524135836,-8.058279310773955,2.9968123861566696,-6.441008445106824,-1.9740086243933916,-7.203866190459401,0.9309492353271054,1.7552700922266027,-18.066092791388712
2016-01-12,2.7485563902865167,-14.636968401045344,-5.681478419400335,-2.6602122436050024,-8.387681524135836,-10.683279310773955,4.830145719489984,-7.482675111773485,-3.390675291060063,-6.787199523792744,-2.402384098006223,-0.24472990777339731,-19.191092791388712
2016-01-13,5.581889723619831,-11.053635067712001,-0.8064784194003352,-2.4518789102716596,-11.4293481908025,-6.808279310773955,7.538479052823327,-6.066008445106824,-2.5990086243933916,-6.328866190459401,-1.5110797501801336,-1.7863965744400616,-13.357759458055384
2016-01-14,9.998556390286517,7.529698265621342,1.1935215805996648,-4.035212243605002,-3.512681524135836,7.400054022559374,3.9134790528233268,0.9339915548931756,-10.557341957726727,18.129467142873928,13.097615901993777,-1.4113965744400616,12.85057387527796
2016-01-15,10.831889723619831,15.321364932287999,2.193521580599665,4.839787756394998,11.028985142530829,15.066720689226031,2.1218123861566696,7.142324888226511,-0.18234195772672734,15.46280047620727,16.764282568660434,3.588603425559924,27.600573875277945
2016-01-16,15.915223056953174,22.154698265621327,7.026854913933008,18.714787756395012,33.90398514253083,43.775054022559374,-9.711520947176673,14.600658221559847,25.650991375606615,29.7961338095406,52.055949235327105,41.755270092226596,37.43390720861129
2016-01-17,1.831889723619831,-4.803635067712001,-6.223145086066992,-0.9102122436050024,7.862318475864171,13.650054022559374,-7.211520947176673,1.2673248882265185,14.942658042273273,13.379467142873928,20.222615901993777,8.713603425559924,10.72557387527796
2016-01-18,10.403318295048422,-1.386968401045344,0.5268549139330077,-6.70187891027166,9.945651809197486,12.816720689226031,-1.419854280510016,21.43399155489319,11.150991375606615,14.21280047620727,19.05594923532712,18.00527009222661,9.47557387527796
2016-01-19,14.748556390286502,0.1546982656213416,7.151854913933008,-4.410212243605002,13.903985142530829,11.275054022559374,2.5384790528233268,12.225658221559847,3.60932470893993,13.921133809540585,16.010659380254644,18.00527009222661,6.903110107162007
2016-01-20,16.165223056953174,3.7796982656213416,7.526854913933008,-5.660212243605002,17.02898514253083,13.941720689226031,-1.1281876138433375,11.808991554893183,8.067658042273273,11.33780047620727,15.80594923532712,20.25527009222661,19.933907208611274
2016-01-21,24.998556390286502,14.529698265621327,20.485188247266336,16.42312108972834,22.820651809197486,23.56672068922603,-3.3365209471766732,22.642324888226504,11.775991375606615,16.21280047620727,28.30594923532712,23.546936758893267,21.392240541944616
2016-01-22,25.915223056953174,18.11303159895467,19.026854913933008,8.881454423061683,33.6956518091975,30.483387355892702,4.288479052823327,30.475658221559847,19.317658042273273,21.004467142873928,29.18094923532712,33.255270092226596,30.642240541944616
