Date & Time,Mannerheimintie,Mäkelänkatu2,Kallio2,Vartiokylä,Leppävaara4,Tikkurila3,Luukki,Lohja,Kerava(M5),Lentoasema(M4),Mechelininkatu(M1),Olari(M2),Rekola(M3)
2017-01-01 02:00:00,45.225806451612904,46.41935483870968,48.935483870967744,48.096774193548384,38.193548387096776,32.483870967741936,48.83870967741935,24.35483870967742,28.06451612903226,33.483870967741936,27.870967741935484,29.129032258064516,26.233333333333334
2017-01-01 03:00:00,37.54838709677419,45.935483870967744,48.483870967741936,47.83870967741935,28.29032258064516,29.29032258064516,48.064516129032256,22.903225806451612,24.806451612903224,31.774193548387096,26.580645161290324,26.967741935483872,25.266666666666666
2017-01-01 04:00:00,36.29032258064516,44.645161290322584,47.83870967741935,47.96774193548387,27.741935483870968,28.193548387096776,47.225806451612904,22.483870967741936,22.612903225806452,27.870967741935484,25.612903225806452,26.225806451612904,25.766666666666666
2017-01-01 05:00:00,34.225806451612904,43.41935483870968,47.064516129032256,46.83870967741935,27.193548387096776,26.677419354838708,46.16129032258065,22.548387096774192,23.032258064516128,29.838709677419356,26.225806451612904,25.774193548387096,22.466666666666665
2017-01-01 06:00:00,30.193548387096776,42.74193548387097,45.87096774193548,45.67741935483871,28.0,27.580645161290324,45.29032258064516,22.35483870967742,22.258064516129032,35.54838709677419,29.225806451612904,26.096774193548388,24.266666666666666
2017-01-01 07:00:00,39.03225806451613,54.58064516129032,44.225806451612904,44.806451612903224,34.25806451612903,32.193548387096776,45.29032258064516,23.806451612903224,25.451612903225808,40.67741935483871,44.29032258064516,30.225806451612904,28.166666666666668
2017-01-01 08:00:00,44.74193548387097,59.96774193548387,43.38709677419355,43.87096774193548,44.45161290322581,41.096774193548384,45.225806451612904,27.387096774193548,32.54838709677419,48.61290322580645,54.193548387096776,37.38709677419355,29.2
2017-01-01 09:00:00,45.45161290322581,61.54838709677419,44.774193548387096,43.354838709677416,48.03225806451613,45.29032258064516,45.774193548387096,26.870967741935484,37.25806451612903,46.354838709677416,58.064516129032256,42.064516129032256,29.129032258064516
2017-01-01 10:00:00,51.67741935483871,61.16129032258065,44.32258064516129,43.483870967741936,46.096774193548384,43.935483870967744,45.806451612903224,26.0,36.0,43.41935483870968,63.38709677419355,39.83870967741935,32.93333333333333
2017-01-01 11:00:00,52.096774193548384,59.516129032258064,45.12903225806452,42.96774193548387,44.25806451612903,41.45161290322581,42.806451612903224,24.032258064516128,37.935483870967744,41.67741935483871,56.12903225806452,39.87096774193548,33.13333333333333
2017-01-01 12:00:00,51.03225806451613,61.03225806451613,46.03225806451613,45.225806451612904,41.12903225806452,41.74193548387097,43.32258064516129,24.451612903225808,35.12903225806452,42.45161290322581,55.225806451612904,37.03225806451613,30.9
2017-01-01 13:00:00,52.0,61.96774193548387,45.83870967741935,47.25806451612903,41.32258064516129,40.54838709677419,43.516129032258064,24.35483870967742,36.483870967741936,42.38709677419355,58.16129032258065,36.193548387096776,33.06666666666667
2017-01-01 14:00:00,50.67741935483871,60.225806451612904,46.29032258064516,46.0,42.354838709677416,41.903225806451616,45.806451612903224,23.93548387096774,36.29032258064516,42.38709677419355,59.03225806451613,36.70967741935484,33.333333333333336
2017-01-01 15:00:00,53.0,63.03225806451613,45.03225806451613,44.516129032258064,43.54838709677419,44.225806451612904,46.25806451612903,23.29032258064516,38.54838709677419,44.16129032258065,62.29032258064516,38.516129032258064,34.233333333333334
2017-01-01 16:00:00,52.064516129032256,67.96774193548387,46.12903225806452,45.935483870967744,49.16129032258065,49.193548387096776,47.54838709677419,26.93548387096774,39.41935483870968,51.774193548387096,65.0,40.58064516129032,35.0
2017-01-01 17:00:00,53.29032258064516,68.03225806451613,46.61290322580645,46.61290322580645,51.67741935483871,48.38709677419355,44.70967741935484,29.548387096774192,39.54838709677419,51.774193548387096,69.03225806451613,44.58064516129032,36.06666666666667
2017-01-01 18:00:00,50.806451612903224,63.54838709677419,47.41935483870968,47.0,51.67741935483871,47.225806451612904,44.483870967741936,29.677419354838708,38.16129032258065,49.25806451612903,61.54838709677419,45.45161290322581,38.2
2017-01-01 19:00:00,48.903225806451616,58.225806451612904,47.41935483870968,48.29032258064516,47.03225806451613,45.38709677419355,44.774193548387096,28.580645161290324,37.67741935483871,44.03225806451613,56.225806451612904,42.58064516129032,38.2
2017-01-01 20:00:00,43.83870967741935,53.96774193548387,46.806451612903224,47.74193548387097,43.064516129032256,43.935483870967744,45.354838709677416,28.451612903225808,33.12903225806452,44.064516129032256,50.096774193548384,39.83870967741935,38.4
2017-01-01 21:00:00,41.29032258064516,52.935483870967744,47.32258064516129,48.96774193548387,40.83870967741935,43.354838709677416,45.96774193548387,28.580645161290324,30.258064516129032,41.516129032258064,45.354838709677416,37.0,40.46666666666667
2017-01-01 22:00:00,48.03225806451613,49.41935483870968,46.225806451612904,51.096774193548384,37.96774193548387,42.61290322580645,45.74193548387097,28.06451612903226,29.741935483870968,38.12903225806452,48.193548387096776,36.61290322580645,37.63333333333333
2017-01-01 23:00:00,44.38709677419355,48.45161290322581,46.903225806451616,50.064516129032256,34.32258064516129,40.38709677419355,45.61290322580645,27.93548387096774,27.258064516129032,39.774193548387096,43.61290322580645,34.0,32.93333333333333
2017-01-01 23:59:00,38.354838709677416,47.096774193548384,47.61290322580645,49.38709677419355,31.032258064516128,34.516129032258064,47.32258064516129,27.193548387096776,25.387096774193548,40.87096774193548,36.87096774193548,33.483870967741936,25.066666666666666
2017-02-01 01:00:00,48.25,50.92857142857143,53.285714285714285,52.32142857142857,33.17857142857143,34.07142857142857,50.142857142857146,24.142857142857142,26.607142857142858,39.642857142857146,34.629629629629626,30.535714285714285,27.25
2017-02-01 02:00:00,49.285714285714285,51.57142857142857,52.25,51.607142857142854,39.25,31.571428571428573,49.714285714285715,22.642857142857142,25.214285714285715,34.5,31.48148148148148,31.357142857142858,27.892857142857142
2017-02-01 03:00:00,42.642857142857146,51.107142857142854,51.964285714285715,51.0,34.107142857142854,31.464285714285715,48.82142857142857,25.785714285714285,23.214285714285715,32.42857142857143,29.962962962962962,32.464285714285715,26.75
2017-02-01 04:00:00,42.285714285714285,48.42857142857143,51.42857142857143,50.107142857142854,33.17857142857143,31.857142857142858,48.285714285714285,27.678571428571427,23.678571428571427,30.678571428571427,31.296296296296298,31.928571428571427,29.714285714285715
2017-02-01 05:00:00,39.964285714285715,50.607142857142854,50.17857142857143,50.07142857142857,32.214285714285715,32.17857142857143,48.535714285714285,25.964285714285715,23.035714285714285,35.357142857142854,32.148148148148145,30.464285714285715,27.642857142857142
2017-02-01 06:00:00,37.5,53.392857142857146,50.0,48.42857142857143,33.892857142857146,33.75,48.07142857142857,27.214285714285715,24.964285714285715,42.464285714285715,35.96296296296296,31.071428571428573,27.321428571428573
2017-02-01 07:00:00,46.285714285714285,66.32142857142857,52.42857142857143,49.714285714285715,41.035714285714285,40.607142857142854,47.5,27.571428571428573,32.82142857142857,48.82142857142857,50.925925925925924,38.42857142857143,30.964285714285715
2017-02-01 08:00:00,55.92857142857143,69.14285714285714,53.82142857142857,50.75,51.67857142857143,47.5,46.714285714285715,32.75,41.357142857142854,54.142857142857146,60.666666666666664,44.285714285714285,34.035714285714285
2017-02-01 09:00:00,53.92857142857143,72.32142857142857,55.892857142857146,50.107142857142854,54.32142857142857,51.357142857142854,47.82142857142857,33.107142857142854,44.535714285714285,52.07142857142857,60.535714285714285,46.857142857142854,39.32142857142857
2017-02-01 10:00:00,57.357142857142854,72.60714285714286,54.82142857142857,52.82142857142857,47.92857142857143,44.285714285714285,46.5,31.75,41.357142857142854,50.285714285714285,65.67857142857143,41.57142857142857,34.285714285714285
2017-02-01 11:00:00,59.142857142857146,69.92857142857143,53.75,52.357142857142854,43.642857142857146,42.107142857142854,51.07142857142857,31.285714285714285,40.535714285714285,44.964285714285715,61.464285714285715,40.214285714285715,31.714285714285715
