Date & Time,Mannerheimintie,Mäkelänkatu2,Kallio2,Vartiokylä,Länsisatama3(M4),Leppävaara4,Tikkurila3,Luukki,Hämeentie(M1),KehäII(M2),Ruskeasanta2(M3),Hyvinkää(M5),Lohja
2014-01-01,53.375,35.166666666666664,50.916666666666664,53.375,45.583333333333336,48.083333333333336,45.25,51.625,54.375,49.958333333333336,,28.875,39.291666666666664
2014-01-02,52.583333333333336,88.83333333333333,49.166666666666664,59.125,53.791666666666664,40.958333333333336,28.0,53.541666666666664,44.708333333333336,28.541666666666668,39.041666666666664,33.583333333333336,25.458333333333332
2014-01-03,71.45833333333333,58.625,64.66666666666667,61.833333333333336,60.5,68.16666666666667,60.958333333333336,58.958333333333336,67.41666666666667,57.666666666666664,65.0,63.5,59.625
2014-01-04,63.5,49.208333333333336,52.5,52.0,29.375,73.83333333333333,69.875,49.625,51.166666666666664,70.04166666666667,48.833333333333336,51.625,37.416666666666664
2014-01-05,61.416666666666664,24.041666666666668,45.916666666666664,47.291666666666664,22.458333333333332,27.791666666666668,20.25,46.333333333333336,41.416666666666664,27.458333333333332,35.0,20.0,15.083333333333334
2014-01-06,46.916666666666664,26.416666666666668,45.083333333333336,43.125,30.666666666666668,21.041666666666668,22.416666666666668,49.708333333333336,47.333333333333336,17.333333333333332,23.166666666666668,15.666666666666666,19.625
2014-01-07,74.58333333333333,23.041666666666668,25.708333333333332,24.0,21.083333333333332,21.291666666666668,19.916666666666668,26.375,35.291666666666664,22.583333333333332,17.916666666666668,15.875,17.25
2014-01-08,56.875,35.708333333333336,60.5,47.083333333333336,29.541666666666668,35.125,31.125,46.291666666666664,47.583333333333336,23.375,33.083333333333336,23.208333333333332,15.428571428571429
2014-01-09,51.75,24.583333333333332,40.833333333333336,39.416666666666664,28.333333333333332,40.541666666666664,36.958333333333336,33.5,57.583333333333336,30.791666666666668,27.416666666666668,25.75,19.041666666666668
2014-01-10,59.375,44.083333333333336,47.541666666666664,45.291666666666664,43.375,47.375,44.458333333333336,32.0,65.33333333333333,48.708333333333336,48.5,38.291666666666664,24.541666666666668
2014-01-11,58.375,27.833333333333332,40.208333333333336,45.708333333333336,30.25,37.125,28.833333333333332,37.458333333333336,51.708333333333336,23.041666666666668,32.75,20.958333333333332,21.791666666666668
2014-01-12,68.375,69.04166666666667,59.625,64.54166666666667,57.583333333333336,69.875,70.29166666666667,46.583333333333336,78.08333333333333,70.20833333333333,67.58333333333333,70.125,47.083333333333336
2014-01-13,54.916666666666664,34.416666666666664,43.416666666666664,46.916666666666664,40.0,30.958333333333332,29.083333333333332,43.375,44.708333333333336,35.375,41.833333333333336,39.666666666666664,17.875
2014-01-14,67.29166666666667,56.666666666666664,56.291666666666664,54.958333333333336,51.791666666666664,51.333333333333336,48.375,34.125,60.75,57.958333333333336,47.0,56.708333333333336,29.208333333333332
2014-01-15,65.08333333333333,48.0,50.375,42.708333333333336,46.75,54.25,51.791666666666664,34.833333333333336,56.916666666666664,52.541666666666664,43.833333333333336,39.166666666666664,27.625
2014-01-16,64.375,47.125,51.541666666666664,48.208333333333336,47.0,42.208333333333336,39.208333333333336,44.833333333333336,48.583333333333336,42.291666666666664,37.5,39.541666666666664,18.375
2014-01-17,59.166666666666664,41.875,51.083333333333336,50.583333333333336,45.583333333333336,48.708333333333336,43.916666666666664,36.958333333333336,53.041666666666664,42.125,49.458333333333336,36.75,31.875
2014-01-18,56.583333333333336,38.25,51.041666666666664,47.75,44.125,50.875,41.208333333333336,42.208333333333336,53.208333333333336,37.25,58.791666666666664,32.875,33.833333333333336
2014-01-19,63.208333333333336,45.833333333333336,47.208333333333336,44.291666666666664,46.666666666666664,57.333333333333336,44.458333333333336,35.791666666666664,57.791666666666664,60.625,52.25,35.333333333333336,36.583333333333336
2014-01-20,70.625,65.75,62.916666666666664,52.75,47.375,70.33333333333333,58.625,41.125,68.58333333333333,79.875,55.458333333333336,53.208333333333336,48.541666666666664
2014-01-21,71.25,61.708333333333336,60.666666666666664,51.458333333333336,58.625,64.79166666666667,59.083333333333336,40.375,69.08333333333333,70.375,59.375,41.666666666666664,47.916666666666664
2014-01-22,64.79166666666667,45.608695652173914,53.875,47.0,50.166666666666664,57.375,51.541666666666664,35.791666666666664,59.708333333333336,45.333333333333336,45.458333333333336,43.916666666666664,31.75
2014-01-23,71.79166666666667,59.291666666666664,61.458333333333336,50.958333333333336,60.541666666666664,61.0,54.0,39.416666666666664,68.54166666666667,60.958333333333336,59.958333333333336,41.625,43.541666666666664
2014-01-24,82.70833333333333,75.5,73.83333333333333,75.75,78.0,80.04166666666667,78.04166666666667,52.125,85.625,80.54166666666667,94.04166666666667,62.916666666666664,54.458333333333336
2014-01-25,55.583333333333336,45.083333333333336,51.333333333333336,59.875,54.625,65.66666666666667,71.5,40.875,65.41666666666667,58.708333333333336,63.791666666666664,39.083333333333336,42.791666666666664
2014-01-26,45.75,25.208333333333332,45.875,49.5,28.333333333333332,31.958333333333332,28.333333333333332,50.791666666666664,53.416666666666664,26.208333333333332,42.75,22.208333333333332,17.5
2014-01-27,55.166666666666664,31.583333333333332,51.333333333333336,53.083333333333336,49.833333333333336,48.083333333333336,34.75,47.25,54.958333333333336,30.75,49.416666666666664,32.833333333333336,33.541666666666664
2014-01-28,53.291666666666664,33.208333333333336,51.083333333333336,53.666666666666664,44.125,45.166666666666664,41.416666666666664,48.583333333333336,53.875,28.416666666666668,51.333333333333336,32.125,29.375
2014-01-29,62.416666666666664,17.541666666666668,53.041666666666664,62.083333333333336,27.708333333333332,38.333333333333336,25.75,57.458333333333336,49.416666666666664,19.083333333333332,22.291666666666668,25.5,14.041666666666666
2014-01-30,49.708333333333336,26.5,43.5,53.625,32.75,34.833333333333336,31.375,46.208333333333336,59.5,43.541666666666664,36.166666666666664,31.833333333333332,20.041666666666668
2014-01-31,57.75,41.041666666666664,48.833333333333336,57.458333333333336,46.083333333333336,32.791666666666664,25.5,60.875,53.791666666666664,40.166666666666664,29.416666666666668,32.125,18.833333333333332
2014-02-01,46.083333333333336,36.458333333333336,42.041666666666664,43.375,43.666666666666664,48.125,40.791666666666664,41.25,70.45833333333333,30.458333333333332,32.375,34.916666666666664,35.5
2014-02-02,59.0,54.166666666666664,55.583333333333336,57.875,51.25,55.75,53.333333333333336,54.291666666666664,58.857142857142854,49.666666666666664,53.833333333333336,51.583333333333336,42.458333333333336
2014-02-03,74.625,56.625,72.91666666666667,74.66666666666667,66.45833333333333,70.45833333333333,66.375,70.33333333333333,72.875,62.083333333333336,76.04166666666667,59.041666666666664,66.04166666666667
2014-02-04,62.666666666666664,55.125,57.458333333333336,51.916666666666664,32.333333333333336,72.58333333333333,62.041666666666664,55.041666666666664,57.916666666666664,67.83333333333333,44.583333333333336,56.375,30.166666666666668
2014-02-05,50.541666666666664,34.333333333333336,48.958333333333336,49.041666666666664,24.541666666666668,29.25,23.416666666666668,48.5,51.875,35.666666666666664,26.208333333333332,25.333333333333332,32.625
2014-02-06,54.541666666666664,28.833333333333332,38.375,42.666666666666664,42.833333333333336,33.708333333333336,33.458333333333336,43.541666666666664,48.583333333333336,23.041666666666668,31.208333333333332,26.75,20.125
2014-02-07,48.291666666666664,28.833333333333332,38.125,36.625,39.166666666666664,24.916666666666668,26.25,38.708333333333336,43.875,22.708333333333332,27.375,18.208333333333332,18.75
2014-02-08,58.208333333333336,33.958333333333336,64.625,53.0,39.958333333333336,44.458333333333336,45.791666666666664,55.5,62.5,32.958333333333336,49.0,39.25,33.333333333333336
2014-02-09,59.791666666666664,40.208333333333336,47.166666666666664,38.416666666666664,45.916666666666664,42.375,42.916666666666664,37.083333333333336,65.91666666666667,40.625,38.958333333333336,35.208333333333336,22.708333333333332
2014-02-10,57.708333333333336,53.75,44.375,52.041666666666664,44.166666666666664,49.791666666666664,50.875,28.791666666666668,65.33333333333333,46.5,49.791666666666664,39.041666666666664,25.833333333333332
2014-02-11,49.333333333333336,30.708333333333332,49.583333333333336,54.541666666666664,39.166666666666664,36.625,35.291666666666664,38.375,47.458333333333336,32.958333333333336,33.416666666666664,19.833333333333332,27.125
2014-02-12,54.666666666666664,54.208333333333336,50.291666666666664,53.291666666666664,45.416666666666664,52.875,55.041666666666664,50.041666666666664,64.625,42.166666666666664,52.166666666666664,64.04166666666667,35.333333333333336
2014-02-13,51.416666666666664,41.958333333333336,41.625,49.541666666666664,46.458333333333336,49.166666666666664,52.0,37.791666666666664,61.375,52.5,44.625,35.125,33.75
2014-02-14,60.416666666666664,35.166666666666664,49.875,49.333333333333336,44.166666666666664,53.958333333333336,47.583333333333336,41.916666666666664,67.70833333333333,42.708333333333336,48.708333333333336,36.25,42.041666666666664
2014-02-15,52.416666666666664,35.041666666666664,48.208333333333336,50.375,36.708333333333336,44.541666666666664,36.75,43.625,66.25,40.0,45.541666666666664,39.166666666666664,26.0
2014-02-16,51.041666666666664,30.083333333333332,46.666666666666664,51.625,49.125,45.5,48.166666666666664,44.333333333333336,51.583333333333336,44.125,49.958333333333336,30.583333333333332,39.541666666666664
2014-02-17,41.083333333333336,35.458333333333336,39.791666666666664,41.208333333333336,31.583333333333332,39.791666666666664,42.166666666666664,41.75,50.916666666666664,42.75,33.791666666666664,35.958333333333336,15.791666666666666
2014-02-18,39.458333333333336,24.958333333333332,36.125,37.458333333333336,28.166666666666668,26.208333333333332,26.416666666666668,44.25,42.13636363636363,28.083333333333332,20.458333333333332,15.958333333333334,8.291666666666666
2014-02-19,56.541666666666664,45.5,49.25,46.041666666666664,39.333333333333336,40.0,38.666666666666664,34.791666666666664,59.416666666666664,52.875,37.0,26.791666666666668,20.333333333333332
2014-02-20,45.458333333333336,25.916666666666668,34.708333333333336,40.5,32.666666666666664,43.25,31.916666666666668,37.5,52.625,30.583333333333332,37.869565217391305,22.375,32.0
2014-02-21,55.416666666666664,25.666666666666668,38.875,42.541666666666664,26.791666666666668,42.0,32.791666666666664,38.208333333333336,43.958333333333336,28.083333333333332,32.708333333333336,27.125,24.416666666666668
2014-02-22,48.916666666666664,28.958333333333332,49.166666666666664,53.375,40.333333333333336,37.833333333333336,44.541666666666664,45.708333333333336,49.416666666666664,37.916666666666664,41.75,25.375,37.666666666666664
2014-02-23,44.583333333333336,32.916666666666664,46.25,49.291666666666664,29.041666666666668,35.083333333333336,51.541666666666664,49.041666666666664,46.166666666666664,47.0,42.833333333333336,26.125,44.208333333333336
2014-02-24,56.0,45.416666666666664,52.875,54.166666666666664,42.833333333333336,50.375,56.541666666666664,55.583333333333336,56.125,56.291666666666664,51.583333333333336,33.375,53.416666666666664
2014-02-25,61.583333333333336,51.791666666666664,56.666666666666664,59.458333333333336,54.625,64.33333333333333,60.333333333333336,58.458333333333336,68.33333333333333,65.54166666666667,65.83333333333333,54.833333333333336,57.166666666666664
2014-02-26,56.416666666666664,43.083333333333336,51.083333333333336,51.291666666666664,52.0,54.291666666666664,50.083333333333336,49.375,62.916666666666664,56.875,55.25,70.04166666666667,48.958333333333336
2014-02-27,60.083333333333336,50.375,56.208333333333336,56.875,53.75,58.208333333333336,56.0,52.416666666666664,64.625,56.125,58.55,69.25,48.916666666666664
2014-02-28,64.375,47.833333333333336,56.875,57.75,53.083333333333336,62.0,57.166666666666664,53.958333333333336,67.875,53.541666666666664,60.333333333333336,48.5,61.0
2014-03-01,50.958333333333336,48.75,46.458333333333336,48.125,45.958333333333336,55.25,45.291666666666664,43.458333333333336,75.79166666666667,22.083333333333332,47.666666666666664,61.541666666666664,40.458333333333336
2014-03-02,62.416666666666664,52.0,63.208333333333336,64.5,55.708333333333336,59.5,65.25,53.666666666666664,69.45833333333333,58.333333333333336,63.208333333333336,46.166666666666664,54.625
2014-03-03,69.375,52.833333333333336,67.125,60.833333333333336,57.083333333333336,59.833333333333336,63.958333333333336,54.458333333333336,69.66666666666667,61.416666666666664,64.66666666666667,39.541666666666664,54.583333333333336
2014-03-04,63.52173913043478,41.833333333333336,54.625,56.125,33.125,56.25,47.666666666666664,59.666666666666664,55.125,65.875,33.083333333333336,47.375,34.0
2014-03-05,43.5,23.25,53.458333333333336,50.916666666666664,18.25,23.875,19.708333333333332,52.833333333333336,42.666666666666664,21.666666666666668,22.791666666666668,18.041666666666668,16.541666666666668
2014-03-06,55.708333333333336,36.833333333333336,45.666666666666664,51.458333333333336,41.5,46.208333333333336,49.083333333333336,44.791666666666664,55.125,38.541666666666664,50.333333333333336,29.791666666666668,34.083333333333336
2014-03-07,52.791666666666664,36.875,52.583333333333336,48.0,35.541666666666664,34.958333333333336,32.708333333333336,50.5,52.041666666666664,24.708333333333332,34.166666666666664,24.791666666666668,20.125
2014-03-08,62.916666666666664,50.333333333333336,72.91666666666667,63.291666666666664,46.541666666666664,52.958333333333336,44.583333333333336,65.04166666666667,53.166666666666664,33.708333333333336,52.875,40.958333333333336,32.5
2014-03-09,49.416666666666664,38.333333333333336,50.0,41.875,41.45454545454545,40.285714285714285,36.291666666666664,44.916666666666664,60.75,32.291666666666664,42.38461538461539,32.541666666666664,20.5
2014-03-10,56.125,49.333333333333336,51.541666666666664,56.041666666666664,50.416666666666664,54.0,51.583333333333336,44.166666666666664,67.91666666666667,49.291666666666664,52.75,42.375,37.875
2014-03-11,70.20833333333333,57.458333333333336,72.25,76.04166666666667,63.875,63.375,73.375,64.83333333333333,74.625,69.54166666666667,71.875,42.416666666666664,61.625
2014-03-12,49.75,40.041666666666664,47.666666666666664,48.833333333333336,32.791666666666664,40.916666666666664,42.583333333333336,49.416666666666664,49.875,33.625,42.416666666666664,28.625,27.666666666666668
2014-03-13,60.5,55.0,55.208333333333336,47.208333333333336,37.458333333333336,67.875,52.583333333333336,56.291666666666664,60.083333333333336,74.875,48.166666666666664,53.083333333333336,46.875
2014-03-14,67.45833333333333,61.75,60.958333333333336,58.5,39.208333333333336,73.54166666666667,59.833333333333336,62.666666666666664,61.75,65.04166666666667,49.625,67.33333333333333,57.13636363636363
2014-03-15,50.541666666666664,22.0,48.958333333333336,54.833333333333336,19.916666666666668,22.375,15.875,55.416666666666664,33.375,16.791666666666668,21.458333333333332,18.875,14.25
2014-03-16,56.458333333333336,25.416666666666668,53.375,55.291666666666664,16.75,25.0,25.875,57.5,31.916666666666668,40.083333333333336,34.0,27.833333333333332,43.0
2014-03-17,73.70833333333333,55.666666666666664,55.0,53.208333333333336,37.42857142857143,92.75,67.20833333333333,46.333333333333336,70.25,71.625,54.541666666666664,69.95833333333333,62.0
2014-03-18,54.708333333333336,54.083333333333336,55.291666666666664,57.333333333333336,50.875,70.45833333333333,52.125,46.81818181818182,74.79166666666667,64.66666666666667,44.083333333333336,66.54166666666667,24.583333333333332
